activeLearning,activeListening,complexProblemSolving,coordination,criticalThinking,equipmentMaintenance,equipmentSelection,installation,intructing,judgmentAndDecisionMaking,learningStrategies,managementOfFinancialResources,managementOfMaterialResources,managementOfPersonnelResources,mathematics,monitoring,negotiation,operationAndControl,operationAnalysis,operationMonitoring,persuasion,programming,qualityControlAnalysis,readingComprehension,repairing,science,serviceOrientation,socialPerceptiveness,speaking,systemAnalysis,systemEvaluation,technologyDesign,timeManagement,troubleshooting,writing
0,91,88,0,87,0,0,0,0,0,86,80,89,84,87,89,89,0,92,88,89,0,85,84,0,93,0,0,0,93,0,0,0,0,91
